Name,URL,Text
An Animal Contest 7 P6   S Squirrel?,https://dmoj.ca//problem/aac7p6,"Just as the squirrel counterattack starts you wake up to the noise of your alarm clock ringing beside your bed  You feel sweat rolling down your back and trembling plagues your hands as a deep chill permeates throughout your body  What a weird dream 
To shake off the lingering aftereffects  you can t look at squirrels the same way anymore   they give off a threatening aura  you decide to visit your favourite competitive programming site  DMOJ of course  and join a contest from your favourite contest series  AAC of course  to do the last problem 

There are  N  multisets numbered from  1  to  N  that are all initially empty and a graph with  M  nodes initially with  K  edges  We define the value of the graph as the sum of the squares of the sizes of all of its connected components  You have to process  Q  queries in the form  L i   R i   X i   There are  2  types of queries 

If  1  leq X i  leq M   an edge is added between node  X i  and all the nodes present within the multisets numbered  j  where  L i  leq j  leq R i   Then  node  X i  is added to all of these multisets  Output the value of the graph 

If  X i   0   output the expected value of the graph if a node was chosen uniformly at random and an edge was added between it and all of the nodes present within the multisets numbered  j  where  L i  leq j  leq R i   Afterwards  all of these multisets are cleared of nodes 


Constraints
 1  leq N  M  Q  leq 5  times 10 5 
 0  leq K  leq 5  times 10 5 
 1  leq L i  leq R i  leq N 
 0  leq X i  leq M 
Subtask 1  10  
 1  leq N  M  Q  leq 2  times 10 3 
Subtask 2  40  
There will only be queries of type  1  
Subtask 3  50  
No additional constraints  This batch will only run if subtask  1  and subtask  2  are successfully completed 
Input Specification
The first line will contain four space separated integers  N    M    Q    K  
The next  K  lines will contain two space separated integers  u i    v i  representing an edge in the graph 
The next  Q  lines contain three space separated integers  L i    R i    X i  
Output Specification
Output  Q  lines with the  i  th line containing one integer  the answer to the  i  th query 
For queries of type  2   output the expected value modulo  10 9   7   More specifically  if the expected value is   frac x  y    output  xy   1   pmod 10 9   7   
Sample Input
10 10 10 1
8 9
8 8 5
10 10 6
2 2 7
3 6 2
4 6 0
1 8 7
3 3 2
5 10 0
1 8 6
1 10 2
Sample Output
12
12
12
12
400000017
18
18
800000036
24
24


AAC AAC"
Advanced Battleships,https://dmoj.ca//problem/abship,"You managed to beat your friend in Battleships and take his points 
Perfectly legitimately  of course  However  for some strange reason he s
upset  and now challenges you to a rematch   this time at the game of
Advanced Battleships  and with even higher stakes 
You each have a grid of  M  rows of  N  cells   1  le N  M  le 500   
Each cell is either empty or contains part of a player s ship  What
makes this game so  advanced  is the fact that each ship consists of 1
or more adjacent  nonempty cells  Two cells are considered adjacent if
they share a common side  Of course  this means that ships can have some
very strange shapes  No two ships are adjacent to one another 
You know for a fact that you can distract your friend for a brief
moment  this time by telling him that someone solved
Good Hunting Will  but this trick will again only
work exactly once  While he isn t looking  you ll have time to snatch up
some of his ships with one hand  Your hand can cover a square of exactly
 S  times S  cells   1  le S  le  min N  M     and you can gather all the ships
that are at least partially within such a square at once 
Of course  your friend is no fool  so he s got his grid well concealed 
As such  you don t know anything about it except its size  so when the
time comes  you ll just choose a random square of size  S  times S  that s
completely within the grid 
As usual  these bets attract large crowds  One of the bystanders who can
see your opponent s grid knows your plan  and is curious as to the
expected number of ships that you will grab  in other words  the average
number of ships out of all the possible snatches you could make   Nerdy
though he is  he can t calculate it in his head  so he runs over to a
computer and codes up a program 
Input Specification
The first line of input will contain 3 integers    M    N   and  S  
The next  M  lines of input will contain  N  characters each  representing your opponent s grid   an X represents a ship  while a   represents an empty cell 
Output Specification
A single number   the expected number of ships that you ll grab  It must
be within  10   8   of the correct answer 
Sample Input
5 5 2
XXXX 
X  X 
X  X 
X    
 XX  
Sample Output
0 875
Explanation
There are  16  possible areas you could pick  yielding this many ships
each 
1 1 1 1
1 0 1 1
1 0 1 1
2 1 1 0
This is a total of  14  ships  for an average of  0 875  




th is this memory limit    

Uncategorized Uncategorized"
Appleby Contest '19 P1   Darcy's Debilitating Demands,https://dmoj.ca//problem/ac19p1,"Darcy  a former taxi driver  now works at a factory crunching numbers for calculations  Despite his superior intellect and mathematical abilities  he still finds his job of calculating and computing very cumbersome and difficult 
Today he has to complete  T  tasks  each in the following format 
Given four numbers  N  A  B  C   find three numbers that sum up to  N   with the following restrictions 

The first number must be an integer between  0  and  A   inclusive 
The second number must be an integer between  0  and  B   inclusive 
The third number must be an integer between  0  and  C   inclusive 


Darcy has been feeling very pooped lately  can you help him find the three numbers for each task 
Constraints
 1  le T  le 100 
 1  le N  A  B  C  le 10 9 
Input Specification
The first line will contain the integer  T   the number of tasks   T  tasks will follow in the next  4T  lines 
The first line of each task will contain the integer  N  
The next three lines of each task will contain three integers   A  B  C  
Output Specification
For each task  output three integers that sum up to  N  and satisfy the above constraints  or  1 if that is not possible 
If there are multiple solutions  output the one such that earlier numbers are minimized  Note that  A  is considered to be before  B  and  C  and  B  is considered to be before  C  
Sample Input
1
100
100
53
49
Sample Output
0 51 49
Explanation
Note that there is only one task in the sample 
While 98 1 1 also sums up to  100   the earlier numbers should be as small as possible 




Just consider the relationships among  A  B  C 

Uncategorized Uncategorized"
Appleby Contest '19 P2   The Love Letter,https://dmoj.ca//problem/ac19p2,"Plasmatic is sending a super special love letter  and because it is so special he doesn t want anyone  except his crush obviously  to see it 
To stop it from getting into the wrong hands  he has decided to encrypt the letter with a Caeser Cipher  don t worry his crush will get it  
Unfortunately  he isn t very skilled at programming and finds it difficult to apply the cipher to his letter  Can you help him do it 
Constraints
 1  le N  le 10 4 
 0  le L  le 10 6 
Input Specification
The first line will contain the integer  N   the length of the love letter 
The second line will contain the integer  L   the shift he wants to apply 
The third line will contain the string  S   the love letter itself  It will consist only of lowercase letters and spaces 
Output Specification
Output the love letter with the cipher applied 
Sample Input
56
2
roses are red violets are blue sugar is sweet so are you
Sample Output
tqugu ctg tgf xkqngvu ctg dnwg uwict ku uyggv uq ctg aqw
Explanation
Every letter in the input has been shifted two places forward as specified in the input  Note that the letter y was looped back to a 




I got IndexError on test case 12 for some reason even though I m looping L times  Don t know why  but it worked when I looped used the len   function   Function to find the length of the String  
Hopefully this helps anyone who gets stuck on test case 12 




That stumped me for a while   Got it eventually   Thanks for posting the problem    

Uncategorized Uncategorized"
Appleby Contest '19 P3   A Recursion Problem,https://dmoj.ca//problem/ac19p3,"There are many ways to represent arithmetic expressions 
We commonly use infix notation where operations are put in between values  i e   1 2  times 3 7    but another less well known method is prefix notation  This is where operations are put before values  For example  if we want to add two numbers we would write   x y instead of x   y  Furthermore  brackets are used to enforce order of evaluation 
The formal definition of prefix notation we will be using is as any one of the following options 

x  where x is an integer 
   x y   where x and y are valid prefix notation expressions  The result of this expression is  x y  

Your objective today is to evaluate prefix notation expressions that only involve addition 
Input Specification
The first and only line of input contains a valid prefix notation expression  You can expect the expression to only consist of the following characters  0123456789      and the space    
Output Specification
The value of that expression 
Constraints
Any integer  x  in the given expression will satisfy the following inequality    10 4  le x  le 10 4  
 1  le  s   le 10 5   where   s   denotes the length of the prefix notation expression 
Sample Input
   1          3 4   2  5  
Sample Output
11
Sample Explanation
Here is the sample input being simplified 

   1          3 4   2  5  
   1       7  2  5  
   1    5 5  
   1 10 
 11 
11





I like how the title says its a recursion problem but literally none of the answers use recursion



I kept getting a WA on the second test case because the input was simply just an integer  Don t forget to add a test case for this 



If you got this problem in Brain      I have respect for you 

Uncategorized Uncategorized"
Appleby Contest '19 P4   Rectangles,https://dmoj.ca//problem/ac19p4,"King Brian is looking at rectangles 
He has a list of  N  points   x 1  y 1    x 2  y 2    dots   x N  y N   and can select any four at random  If the four points form the four corners of an axis aligned rectangle  he writes down the area 
What is the largest possible area he can get from selecting four random points 
Note  axis aligned means that the four lines that form the rectangle are all either horizontal or vertical  aligning with the  x  and  y  axes respectively  
Constraints
For all subtasks 
 4  le N  le 2  times 10 3 
 1  le  x i    y i   le 2  times 10 4 
No two points will be the same 
Subtask 1  15  
 1  le N  le 50 
Subtask 2  70  
 1  le N  le 500 
Subtask 3  15  
No additional constraints 
Input Specification
The first line will contain the integer  N  
The next  N  lines will each contain two space separated integers   x i    y i  
Output Specification
Output one line  the maximum possible area of an axis aligned rectangle King Brian can get from selecting four random points  If no rectangles can be formed  print  0  
Sample Input
9
1 1
5 5
7 7
5 7
7 5
10 10
5 10
10 5
20 20
Sample Output
25
Sample Explanation
There are two possible rectangles that can be constructed with the  9  points 

From   5  5   to   7  7   with an area of  4 
From   5  5   to   10  10   with an area of  25 

Thus the answer is  25  




from  1 1  to  20 20  with an area of 361 what 



guys  nvm  I get it  we have to have all 4 points in the points list  python3 is a bit hard



your code works in pypy3  erm oops didn t know u solved it 

Uncategorized Uncategorized"
Appleby Contest '19 P5   Matrix Operation,https://dmoj.ca//problem/ac19p5,"Plasmatic is writing a problem for a programming contest  However  there is one issue  he can t solve it and needs your help 
The problem goes as follows 
Given an  N  times N  matrix of numbers  what is the longest strictly increasing path through the matrix  assuming that you can only move horizontally or vertically 

Being the good friend that you are  can you help him do it 
Note  If you are using Python 2 3  submit using PyPy 2 3 instead because it is significantly faster
Input Specification
The first line contains  N  
The next  N  lines each contain  N  space separated integers  x  that denote the matrix 
Output Specification
On a line  output the longest strictly increasing path in the matrix 
Constraints
For all subtasks 
 1  le x  le 10 9 
Subtask 1  5  
 1  le N  le 2 
Subtask 2  20  
 1  le N  le 50 
Subtask 3  75  
 1  le N  le 1500 
Sample Input 1
3
9 8 4
7 2 3
6 1 5
Sample Output 1
5
Explanation for Sample Output 1
To get the longest strictly increasing path you can traverse the values of the matrix in the following order   1  2  3  4  8  9   Since path length is calculated by how many movements you have to make and not by the amount of values that you touch  the answer is  5  instead of  6  
Note that the values aren t guaranteed to be unique in the actual test data 
Sample Input 2
3
1 2 3
8 9 4
7 6 5
Sample Output 2
8
Explanation for Sample Output 2
The longest path is a spiral starting from  1  and ending at  9  




Does  strictly increasing  mean that a value must be greater than the previous value  or greater than equal to 



All the numbers must be greater than the previous one  E g the sequence  1  3  4  5  is strictly increasing  but the sequence  1  2  2  4  6  is not 



Why does this submission  https   dmoj ca submission 3096627  using ArrayList and Collections sort pass while this identical submission  https   dmoj ca submission 3096626  using a normal array fail  Aren t ArrayLists generally slower 



Looks like it might be due to a difference between sorting algorithms 



This problem seems more like dp than graph theory 

Uncategorized Uncategorized"
Appleby Contest '20 P1   Terrific Triangles,https://dmoj.ca//problem/ac20p1,"Plasmatic is having a test on the different types of triangles  However  he is unable to answer any questions because he was playing video games in online classes  He vaguely remembers that the teacher taught  3  types of triangles   acute  right and obtuse  but he doesn t remember how to identify any of them  He doesn t want to fail the test  so he needs your help to write a program to solve his problems 
Input Specification
The first line contains  T    1  le T  le 10 5    the number of questions 
Each of the following  T  lines contains  l 1  l 2  l 3    1  le l 1  l 2  l 3  le 10 9    the side lengths of the triangle  It is guaranteed that the three side lengths form a valid non degenerate triangle with integer side lengths 
For tests worth  30    of the score  there will be no acute triangles 
Output Specification
For each of the  T  questions  output A if the triangle formed is acute  R if the triangle formed is right  or O if the triangle formed is obtuse 
Sample Input 1
2
5 12 13
5 11 13
Sample Output 1
R
O
Sample Input 2
3
2 3 4
2 2 2
3 4 5
Sample Output 2
O
A
R




Personally it s mostly Plasmatic s fault  and it s not a good idea to cheat 
P S  why did they chose Plasmatic as his name 




With a  100  000  question test  it s no wonder Plasmatic wants a program to do this for him   

Uncategorized Uncategorized"
Appleby Contest '20 P2   Playful Playdoughs,https://dmoj.ca//problem/ac20p2,"Plasmatic loves playing with playdoughs in his spare time  Currently  he has a collection of  N  playdoughs  and the  i  text th   playdough weighs  a i  grams for each  i  from  1  to  N   However  he is too busy practicing for IOI  As a result  he doesn t have much time to play with the playdoughs  Instead  he gives you  Q  operations that he wants you to do with his collection of playdoughs  and each operation can be one of the two 

1 x  Find all playdoughs that weighs exactly  x  grams then split the playdough into   lceil  frac x  2   rceil  and   lfloor  frac x  2   rfloor  

2 y  Find the number of playdoughs that weigh exactly  y  grams 


As a good friend of him  you want to print the answers for all of the queries in the form of 2 y  Do not disappoint him 
Constraints
Subtask 1  15  
 1  le N  le 100 
 1  le Q  le 500 
 1  le a i  y  le 100 
 2  le x  le 100 
Subtask 2  85  
 1  le N  le 10 5 
 1  le Q  le 5  cdot 10 5 
 1  le a i  y  le 10 5 
 2  le x  le 10 5 
Note that a 64 bit integer is needed to get full points  In C    this can be done with long long  In Java  this can be done with long  In Python  the standard int will suffice 
Input Specification
The first line contains two integers  N  and  Q  separated by a space 
The next line contains  N  integers  a i   the weight of each of his playdough originally 
The following  Q  lines each contains two space separated integers  indicating a valid query 
Output Specification
Print the answer to each query of the second type  followed by a newline 
Sample Input
5 4
1 2 3 4 5
1 5
1 4
2 2
2 3
Sample Output
4
2


Uncategorized Uncategorized"
Appleby Contest '20 P3   Ridiculous String,https://dmoj.ca//problem/ac20p3,"Yesterday  Mrs  Truong gave Ridiculous Ray a task about strings as part of his ICS3U summative  However  as he did not find the task to be ridiculous enough for his taste  he has decided that you should solve it instead 
The task is as follows 
Ridiculous Ray was given the strings  s  and  T   consisting of lowercase English letters  He defines the string  S  as  s s s  dots   infinite  and wants to know the shortest prefix of  S  that contains  T  as a subsequence  A string  T  is a subsequence of a string  S  if  T  can be obtained from deleting some characters of  S  without changing the order of the remaining characters 

Constraints
For all subtasks 
 1  le  s    T   le 5  times 10 5 
Strings  s  and  T  will consist only of lowercase characters 
Note  for any string  x     x   is defined as its length 
Subtask 1  5  
 1  le  s    T   le 500 
Strings  s  and  T  will consist only of the letter a 
Subtask 2  10  
 1  le  s    T   le 500 
Subtask 3  25  
 1  le  s    T   le 10  000 
Subtask 4  60  
No additional constraints 
Input Specification
The first line will contain the integers   s   and   T   
The second line will contain  s  
The third line will contain  T  
Output Specification
Output the length of the shortest prefix of  S  that contains  T  as a subsequence  or  1 if no such prefix exists 
Sample Input 1
6 6
aabbcc
abcabc
Sample Output 1
11
Sample Explanation 1
The length  11  prefix of  S  is aabbccaabbc  If we delete the  2  text nd     4  text th     6  text th     8  text th    and  10  text th   characters of that prefix  we end up with abcabc  demonstrating that  T  is a subsequence of that prefix  Additionally  it can be proven that no shorter prefix of  S  exists that contains  T  as a subsequence 
Sample Input 2
6 1
abcdef
z
Sample Output 2
 1
Sample Explanation 2
No prefix of  S  exists that contains  T  as a subsequence 


Uncategorized Uncategorized"
Appleby Contest '20 P4   Philosophy Class,https://dmoj.ca//problem/ac20p4,"As a student of Dr  Panev Philosophy class  Ridiculous Ray will have to write an in class essay next week 
Ridiculous Ray has not been studying however  and needs to learn the topics from scratch  Additionally  as he is very lazy  he wants you to help him find the minimum effort to become prepared 
On the test  there are  N  potential topics that may be tested  numbered from  1  to  N    and there are  M  pairs of topics   a 1  b 1    a 2  b 2    dots   a M  b M   that are related  And in order to pass  Ray must know a pair of topics   c  d    where  c  ne d   that are related so he can write about both of them in the essay 
Additionally  to make the test more difficult  Dr  Panev has decided to remove one of the potential topics on the day of the test  which means that Ray cannot write about it   And as Ridiculous Ray wants to be prepared for every possible scenario  he wants you to find the smallest set of topics he can study such that no matter which topic is removed  he will still have studied a pair of related topics that he can write about  or tell him that it is impossible  
Constraints
For all subtasks 
 2  le N  le 3  000 
 1  le M  le 3  000 
 a i  ne b i  for all  1  le i  le M 
Subtask 1  10  
 N  M  le 10 
Subtask 2  30  
 N  le 500 
Subtask 3  60  
No additional constraints 
Input Specification
The first line contains the integers  N  M  
The next  M  lines each contain a pair of integers  a i  b i  
Output Specification
If no set of topics exists that satisfies Ray s constraints  output only  1 on a single line 
Otherwise  let  S  be the smallest set of topics that satisfies Ray s constraints  and  s 1  s 2   dots  s k  be the elements of  S  in increasing order 
On the first line  output the size of  S  
On the second line  output  s 1  s 2   dots  s k  
If multiple possibilities exist for  s 1  s 2   dots  s k   output the lexicographically least one  A sequence  x  is lexicographically smaller than a sequence  y  if for some  j    x i y i  for all  i   j  and  x j   y j   in other words  the two sequences are identical up to a certain point  at which  x  is smaller than  y   
Sample Input 1
6 6
2 5
5 3
2 3
2 6
3 6
1 5
Sample Output 1
3
2 3 5
Sample Explanation 1
While  S   2  3  6    would also satisfy Ray s requirements  the sequence  2 3 5  is lexicographically smaller 
Sample Input 2
5 4
1 5
2 5
3 5
4 5
Sample Output 2
 1


Uncategorized Uncategorized"
Appleby Contest '20 P5   Ridiculous Tree,https://dmoj.ca//problem/ac20p5,"Ridiculous Ray has a ridiculous tree  Oh what crazy things can he do with thee 
In his ridiculous tree  each index  i    2  le i  le N   has a parent index  p i  such that  1  le p i   i  
Since he s so ridiculous  he wants to count the number of permutations  q 1  q 2   dots  q N  of the numbers  1  2   dots  N  such that for every index  i    2  le i  le N    there exists no  j    1  le j   i   such that  p  q j  q i  
As the answer can be very large  he wants you to output the prime factorization of it instead 
Constraints
For all subtasks 
 2  le N  le 4  cdot 10 5 
For all  i  where  2  le i  le N    1  le p i   i  
Subtask 1  10  
 2  le N  le 7 
Subtask 2  40  
 2  le N  le 3  000 
Subtask 3  50  
No additional constraints 
Input Specification
The first line contains the integer  N  
The next line contains the integers  p 2  p 3   dots  p N  
Output Specification
Let  A  be the number of permutations that satisfy Ray s requirements  and  a 1  b 1   times a 2  b 2   times  dots  times a k  b k   be the prime factorization of  A  as defined under the fundamental theorem of arithmetic  The primes in the prime factorization will be ordered such that  a 1   a 2    dots   a k  
Note  If  A 1   print 0 on a single line instead 
It can also be shown that  A   0  is never possible under the constraints of the problem 
On the first line  output  k  
Next  output  k  lines of space separated integers  where the  i  text th   line contains the integers  a i  b i  
Sample Input 1
5
1 1 2 3
Sample Output 1
2
2 1
3 1
Sample Explanation 1
There are  6  permutations that satisfy Ray s requirements 

 1  2  3  4  5 
 1  2  3  5  4 
 1  2  4  3  5 
 1  3  2  4  5 
 1  3  2  5  4 
 1  3  5  2  4 

The prime factorization of  6  is  2 1  times 3 1  
Sample Input 2
2
1
Sample Output 2
0
Sample Explanation 2
There is  1  permutation that satisfies Ray s requirements 

 1  2 

As the answer is  1   0 is outputted instead 


Uncategorized Uncategorized"
Another Contest 10 Problem 1   Wesley's Anger Contest 7 Problem 1   Ideology,https://dmoj.ca//problem/acc10p1,"This is a quiz  Every question is worth 1 mark 
1   What kind of programmer are you not 
2   If you write tests  what might you not need 
3   What is Donald s last name 
4   What is the belief that impostor syndrome is 
5   What might Python need 
6   What would be exhausting to consider 
7   A static space is no longer undefined  what is it 
8   What are categories 
9   What comes from categories or examples 
10  What might you need 
11  What is slow 
12  What is impractical 
13  What is a vessel 
Input Specification
The input will consist of a single nonzero integer  T   the number as presented in the above list 
Output Specification
Output the answer to the question  Your answer will be normalized by changing all uppercase letters
to lowercase letters and removing all characters not in garybenhdtcfijklmopqsuvwxz 
Sample Input
11
Sample Output
Java
Sample Explanation
Though true  the correct answer is not Java 


ACC ACC"
Another Contest 10 Problem 2   Wesley's Anger Contest 7 Problem 2   Short Love Letters in CS,https://dmoj.ca//problem/acc10p2,"This is a quiz  Every question is worth 1 mark 
1   Americans might be 
2   What is the upside down book about 
3   What would you use instead of conjugated verbs 
4   What kind of person should have been wiped out by the asteroid strike 
5   Who steals potatoes 
6   NEWSFLASH  What exists 
7   What seven letter word appears four times in the poem 
8   What should you not do when you re 43 years old 
9   What do vaccines cause 
10  What is being obtained after jumping out the building 
11  What are markets 
12  What was being disparaged 
13  What should you not kick 
Input Specification
The input will consist of a single nonzero integer  T   the number as presented in the above list 
Output Specification
Output the answer to the question  Your answer will be normalized by changing all uppercase letters
to lowercase letters and removing all characters not in jamesicknbdfghlopqrtuvwxyz 
Sample Input
1
Sample Output
American
Sample Explanation
Though true  the correct answer is not American 


ACC ACC"
Another Contest 10 Problem 3   Wesley's Anger Contest 7 Problem 3   The Obligatory Rage Tree Problem,https://dmoj.ca//problem/acc10p3,"You are given an array of  N  integers  Support the following two operations 

UPDATE i v   Set the element at index i to v 
QUERY l r   Output the maximum element of the subarray bounded by l and r 

Constraints
 1  le N  Q  le 10 6 
 1  le i  l  r  le N 
The array will only contain positive integers between  1  and  10 9  inclusive 
There will be at least one QUERY operation 
Input Specification
The first line contains two integers   N  and  Q  
The next line contains  N  integers  the elements of the array in order 
The next  Q  lines contain one of the lines as formatted above 
Output Specification
For each QUERY  output the maximum such element 
Sample Input
3 3
1 2 3
QUERY 1 3
UPDATE 2 4
QUERY 1 3
Sample Output
3
4


ACC ACC"
다른 콘테스트 10 문제 4   웨슬리의 분노 대결 7 문제 4   이 문제는 의도적으로 비워 둡니다,https://dmoj.ca//problem/acc10p4,"이 문제는 의도적으로 비워 둡니다 



Bro  Is this a prank    



I am very confused i cannot read this thank you bye



Other Contests 10 Question 4   Wesley s Wrath Showdown 7 Question 4   This question intentionally left blank
This question intentionally left blank 


ACC ACC"
Another Contest 10 Problem 5   Wesley's Anger Contest 7 Problem 5   Name That Song,https://dmoj.ca//problem/acc10p5,"Name that song 
 10  You might be affected by this after identifying this song 
 9   You should consider eating this after identifying this song 
 8   You are surrounded by this 
 7   You have none of this 
 6   After identifying this song  you should consider installing 
 5   Yes  you are 
 4   This song comes courtesy to you of the DMOJ user who has solved the most problems on platform 
 3   This song does not come courtesy of Meta  contrary to what the title may imply  No monkey business either 
 2   This is the best song of all time  Count on it 
 1   This is probably how you would describe today after identifying this song 
 0   What RPG should you play  but no longer can 
 1   Have you considered doing pushups every time you misidentify this song 
 2   Maybe you should travel here once you identify this song 
 3   You are 
Input Specification
The input will consist of a single nonzero integer  T   the number as presented in the above list 
Output Specification
Output the song being referenced  Your answer must match the format expected exactly 
Sample Input
0
Sample Output
Stamina RPG 6
Sample Explanation
The sample is not graded and is presented for clarity only  Per the input specification  this test case is actually invalid 


ACC ACC"
Another Contest 1 Problem 1   Binary String Operations,https://dmoj.ca//problem/acc1p1,"Given a binary string  support the following two operations 
Update i  l    take the substring starting at index i of length l within the binary string and reverse it  The reverse of string 0001 is 1000  Given the string 0001  Update 1  3  changes the string to 0100 
Query i  l    take the substring starting at index i of length l within the binary string  and compute the length of the longest substring that only contains 1 s  In the event the substring does not contain the digit 1  the Query should return 0 
Constraints
 1  le N  Q  le 10 5 
 0  le i q   N 
 1  le l q  le N 
 i q   l q  le N 
Input Specification
The first line of input contains two positive integers   N  and  Q  
The next line contains a binary string of length  N  
The next  Q  lines each contain three integers   t q    i q   and  l q   If  t q  is equal to  1   then the next operation
to perform is Update i q  l q   Otherwise   t q  will be equal to  2   and the next operation to perform is
Query i q  l q  
Output Specification
For each Query operation  output the answer on its own line  Output answers to Query operations in the
order they re presented in the input 
In the event no Query operations are requested  do not output anything 
Sample Input
4 3
0101
2 1 3
1 2 2
2 1 3
Sample Output
1
2


ACC ACC"
Another Contest 1 Problem 2   Graphs,https://dmoj.ca//problem/acc1p2,"This problem has a simple statement 
Given an undirected  unweighted graph of  N  vertices and  M  edges  and  Q  pairs of vertices  compute the distance between each pair of vertices 

We ran out of time trying to set strong test data for the problem though  so we did it randomly  Here s how we generated our test data 

We picked values for  N    M   and  Q   The vertices are numbered from  1  to  N  
We generated  uniformly at random  a pair of distinct integers between  1  and  N  and added an edge between those vertices as long as they weren t already directly connected by an edge  This means the graph has no self loops  nor parallel edges 
The above step was repeated until the graph contains exactly  M  edges 
We generated  uniformly at random   Q  pairs of integers between  1  and  N  for the queries 

Constraints
 N   10 5    M   2  cdot 10 5   and  Q   10 4  
Note  The sample does not respect the constraints  Your solution does not need to produce the correct output on the sample to get AC 
Input Specification
The first line of input contains three positive integers   N    M   and  Q  
The next  M  lines each contain two distinct positive integers from  1  to  N   representing an edge between the two given vertices 
The next  Q  lines each contain two positive integers from  1  to  N   representing a distance query between the two given vertices 
Output Specification
Output  Q  lines  For each distance query  output  1 if the two vertices are disconnected  otherwise output the distance between the two vertices 
Output answers for the queries in the order they re given  one query per line 
Sample Input
3 2 2
1 2
2 3
1 3
2 3
Sample Output
2
1




I literally just started c    Is there something wrong with my program  
It says the compiler output is too long 



Your code does not compile  You should compile your code on your machine before submitting it   if the compiler output is too long  that usually means you have too many compiler errors  If your code does compile  it will automatically be run on the test cases 
If you can t compile locally for some reason  you can use a service like ideone com  If you click on the link in the previous sentence  you can see the compiler errors for your program  You should fix the first errors before looking at the later ones 




thanks 

ACC ACC"
Another Contest 1 Problem 3   Poutine,https://dmoj.ca//problem/acc1p3,"Fast Fingers Thomas is eating poutine at Wilson s restaurant  Thomas has  T  dollars  and an order of poutine at Wilson s restaurant costs one dollar  Consequently  Thomas can place at most  T  orders of poutine 
There are  N  different types of poutine that Thomas can order  If Thomas orders poutine  i  for the first time  he gains  a i  units of happiness 
If Thomas orders poutine  i  for the  k th time  he gains   max 0  a i    k 1 b i   units of happiness  Wilson will never run out of any type of poutine 
Compute the maximum amount of happiness Thomas can feel after eating some amount of poutine 
Constraints
 1  le N  le 10 5 
 1  le a i  b i  T  le 10  18  
Input Specification
The first line of input contains two positive integers   N  and  T  
Each of the next  N  lines contains two space separated integers   a i  and  b i  for poutine  i  
Output Specification
Let  g  be the maximum attainable units of happiness that Thomas can feel  Output  g  modulo  998  244  353  
Sample Input
2 3
8 2
7 2
Sample Output
21


ACC ACC"
Another Contest 2 Problem 1   Poutine,https://dmoj.ca//problem/acc2p1,"Fast Fingers Thomas is delivering poutine to Wilson s restaurants 
Fast Fingers Thomas will drive a truck on a directed  weighted graph with  N  vertices  The weight of each edge in the graph is the length of the edge  He has  Q  trips he needs to make 
Each trip has three parameters  a source vertex  s i   a destination vertex  t i   and a number of days  d i   Thomas has  d i  days to travel from vertex  s i  to vertex  t i   In a given day  Thomas starts at a vertex and traverses a nonnegative number of edges  ending the day at some vertex  possibly the same one   Define  f s i  t i  d i   to be the smallest value such that  in a single day  the sum of the weights of the edges that Thomas drives on does not exceed  f s i  t i  d i    and subject to this  Thomas can get from  s i  to  t i  in  d i  days  In the event that it s impossible to do this  Thomas does no driving and  f s i  t i  d i   is zero 
Constraints
 2  le N  le 100 
 1  le Q  le 10 5 
 0  le w  ij   le 10 9 
 1  le s i  t i  le N 
 s i  ne t i 
 1  le d i   N 
All queries are pairwise distinct 
Input Specification
The first line contains a single positive integer   N  
The next  N  lines contain  N  space separated non negative integers  The  j th integer in the  i th line of this section   w  ij    indicates the length of the directed edge connecting vertex  i  to vertex  j   or  0  if no such edge exists  It is guaranteed there are no self loops 
The next line contains a single positive integer   Q  
The next  Q  lines each contain three space separated positive integers   s i    t i   and  d i   representing a query for  f s i  t i  d i   
Output Specification
Output  Q  lines  On the  i th line  output the answer to the  i th query 
Sample Input
3
0 1 2
1 0 1
2 1 0
2
1 3 1
1 3 2
Sample Output
2
1


ACC ACC"
Another Contest 2 Problem 2   Poutine,https://dmoj.ca//problem/acc2p2,"Fast Fingers Thomas has just finished conducting a tryout for a poutine eating contest  and needs to produce a ranklist  However 
the scoreboard has crashed and the rankings are lost  Individual  i  beat individual  j  if individual  i  ate more poutine
than individual  j   He vaguely remembers that some individuals ate more poutine than other individuals  but might not have enough data to fully
reconstruct the ranklist  He does remember that there were no ties in the contest 
He decides to email all the participants with a list of pairs of individuals  and expects to get a response
with  for each pair  which individual did better 
Compute the minimum possible size of the list such that  independent of what responses he gets back with regards
to which individual ate more poutine  he is guaranteed to be able to construct a correct full ranklist 
Constraints
 1  le N  le 500 
There exists some ranklist consistent with the input 
Input Specification
The first line contains a single positive integer   N  
The next  N  lines contain a binary string of length  N   If the  j th character of the  i th line is 1  then individual  i 
definitely did better than individual  j   Otherwise  the  j th character of the  i th line is 0 
Output Specification
Output the minimum number of pairs needed to always ascertain the ranklist 
Sample Input
3
011
000
000
Sample Output
1


ACC ACC"
